Numéro;Type election;Annee;Type enregistrement;Numéro tour;Code departement;Code commune;Numéro bdv;Indicatif;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimes;Nombre de listes;Liste;Voix;NOM;ADRESSE
177;MN;2020;V;1;31;555;0173;I;953;538;415;2;4;409;12;Toulouse anticapitaliste;6;ECOLE DES SEPT DENIERS;110 ROUTE DE BLAGNAC
178;MN;2020;V;1;31;555;0174;I;874;533;341;2;2;337;12;Aimer Toulouse avec Jean-Luc Moudenc;95;ECOLE DES SEPT DENIERS;110 ROUTE DE BLAGNAC
179;MN;2020;V;1;31;555;0175;I;843;605;238;3;4;231;12;Toulouse belle et forte;7;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
179;MN;2020;V;1;31;555;0175;I;843;605;238;3;4;231;12;Archipel Citoyen;45;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
179;MN;2020;V;1;31;555;0175;I;843;605;238;3;4;231;12;Une nouvelle énergie pour Toulouse;54;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
179;MN;2020;V;1;31;555;0175;I;843;605;238;3;4;231;12;Pour la cohésion ! L’autre choix;14;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
180;MN;2020;V;1;31;555;0176;I;898;574;324;2;4;318;12;Rassemblement Toulousain;11;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
180;MN;2020;V;1;31;555;0176;I;898;574;324;2;4;318;12;Toulouse animaliste;10;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
180;MN;2020;V;1;31;555;0176;I;898;574;324;2;4;318;12;Toulouse anticapitaliste;8;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
180;MN;2020;V;1;31;555;0176;I;898;574;324;2;4;318;12;Debout Toulouse;3;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
181;MN;2020;V;1;31;555;0177;I;954;596;358;0;6;352;12;Rassemblement Toulousain;23;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
181;MN;2020;V;1;31;555;0177;I;954;596;358;0;6;352;12;Archipel Citoyen;84;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
181;MN;2020;V;1;31;555;0177;I;954;596;358;0;6;352;12;Aimer Toulouse avec Jean-Luc Moudenc;106;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
181;MN;2020;V;1;31;555;0177;I;954;596;358;0;6;352;12;Debout Toulouse;9;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
182;MN;2020;V;1;31;555;0178;I;686;501;185;1;3;181;12;Archipel Citoyen;28;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
182;MN;2020;V;1;31;555;0178;I;686;501;185;1;3;181;12;Lutte ouvrière;2;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
182;MN;2020;V;1;31;555;0178;I;686;501;185;1;3;181;12;Une nouvelle énergie pour Toulouse;31;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
182;MN;2020;V;1;31;555;0178;I;686;501;185;1;3;181;12;Debout Toulouse;3;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
182;MN;2020;V;1;31;555;0178;I;686;501;185;1;3;181;12;Pour la cohésion ! L’autre choix;16;GROUPE SCOLAIRE CHATEAU D'ANCELY;4 ALLEE DU VIVARAIS
183;MN;2020;V;1;31;555;0179;I;934;627;307;1;3;303;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE JULES FERRY;109 AVENUE DE FRONTON
183;MN;2020;V;1;31;555;0179;I;934;627;307;1;3;303;12;Archipel Citoyen;71;ECOLE JULES FERRY;109 AVENUE DE FRONTON
183;MN;2020;V;1;31;555;0179;I;934;627;307;1;3;303;12;Lutte ouvrière;1;ECOLE JULES FERRY;109 AVENUE DE FRONTON
183;MN;2020;V;1;31;555;0179;I;934;627;307;1;3;303;12;Toulouse animaliste;3;ECOLE JULES FERRY;109 AVENUE DE FRONTON
184;MN;2020;V;1;31;555;0180;I;931;618;313;1;4;308;12;Une nouvelle énergie pour Toulouse;55;ECOLE JULES FERRY;109 AVENUE DE FRONTON
185;MN;2020;V;1;31;555;0181;I;854;530;324;1;3;320;12;Rassemblement Toulousain;13;ECOLE JULES FERRY;109 AVENUE DE FRONTON
185;MN;2020;V;1;31;555;0181;I;854;530;324;1;3;320;12;Toulouse animaliste;9;ECOLE JULES FERRY;109 AVENUE DE FRONTON
185;MN;2020;V;1;31;555;0181;I;854;530;324;1;3;320;12;Une nouvelle énergie pour Toulouse;65;ECOLE JULES FERRY;109 AVENUE DE FRONTON
186;MN;2020;V;1;31;555;0182;I;913;633;280;3;2;275;12;En avant Toulouse;0;ECOLE JULES FERRY;109 AVENUE DE FRONTON
186;MN;2020;V;1;31;555;0182;I;913;633;280;3;2;275;12;Lutte ouvrière;5;ECOLE JULES FERRY;109 AVENUE DE FRONTON
186;MN;2020;V;1;31;555;0182;I;913;633;280;3;2;275;12;Pour la cohésion ! L’autre choix;17;ECOLE JULES FERRY;109 AVENUE DE FRONTON
188;MN;2020;V;1;31;555;0183;I;1240;882;358;2;6;350;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE LALANDE;239 AVENUE DE FRONTON
188;MN;2020;V;1;31;555;0183;I;1240;882;358;2;6;350;12;Lutte ouvrière;6;ECOLE LALANDE;239 AVENUE DE FRONTON
188;MN;2020;V;1;31;555;0183;I;1240;882;358;2;6;350;12;Toulouse anticapitaliste;2;ECOLE LALANDE;239 AVENUE DE FRONTON
189;MN;2020;V;1;31;555;0184;I;847;615;232;2;1;229;12;Lutte ouvrière;0;ECOLE LALANDE;239 AVENUE DE FRONTON
189;MN;2020;V;1;31;555;0184;I;847;615;232;2;1;229;12;Toulouse anticapitaliste;2;ECOLE LALANDE;239 AVENUE DE FRONTON
189;MN;2020;V;1;31;555;0184;I;847;615;232;2;1;229;12;Une nouvelle énergie pour Toulouse;42;ECOLE LALANDE;239 AVENUE DE FRONTON
189;MN;2020;V;1;31;555;0184;I;847;615;232;2;1;229;12;Pour la cohésion ! L’autre choix;19;ECOLE LALANDE;239 AVENUE DE FRONTON
190;MN;2020;V;1;31;555;0185;I;1131;807;324;0;8;316;12;Toulouse belle et forte;15;ECOLE LALANDE;239 AVENUE DE FRONTON
190;MN;2020;V;1;31;555;0185;I;1131;807;324;0;8;316;12;Archipel Citoyen;61;ECOLE LALANDE;239 AVENUE DE FRONTON
190;MN;2020;V;1;31;555;0185;I;1131;807;324;0;8;316;12;Lutte ouvrière;1;ECOLE LALANDE;239 AVENUE DE FRONTON
191;MN;2020;V;1;31;555;0186;I;1088;707;381;3;2;376;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE LALANDE;239 AVENUE DE FRONTON
191;MN;2020;V;1;31;555;0186;I;1088;707;381;3;2;376;12;Toulouse anticapitaliste;10;ECOLE LALANDE;239 AVENUE DE FRONTON
191;MN;2020;V;1;31;555;0186;I;1088;707;381;3;2;376;12;Une nouvelle énergie pour Toulouse;80;ECOLE LALANDE;239 AVENUE DE FRONTON
192;MN;2020;V;1;31;555;0187;I;522;416;106;1;3;102;12;Toulouse anticapitaliste;2;MATERNELLE JEAN DIEUZAIDE;14 CHEMIN DE LA GLACIERE
192;MN;2020;V;1;31;555;0187;I;522;416;106;1;3;102;12;Une nouvelle énergie pour Toulouse;15;MATERNELLE JEAN DIEUZAIDE;14 CHEMIN DE LA GLACIERE
194;MN;2020;V;1;31;555;0189;I;1263;876;387;4;3;380;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
194;MN;2020;V;1;31;555;0189;I;1263;876;387;4;3;380;12;En avant Toulouse;1;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
194;MN;2020;V;1;31;555;0189;I;1263;876;387;4;3;380;12;Aimer Toulouse avec Jean-Luc Moudenc;135;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
194;MN;2020;V;1;31;555;0189;I;1263;876;387;4;3;380;12;Toulouse animaliste;9;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
194;MN;2020;V;1;31;555;0189;I;1263;876;387;4;3;380;12;Toulouse anticapitaliste;9;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
194;MN;2020;V;1;31;555;0189;I;1263;876;387;4;3;380;12;Une nouvelle énergie pour Toulouse;77;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
195;MN;2020;V;1;31;555;0190;I;1296;913;383;2;3;378;12;Rassemblement Toulousain;14;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
195;MN;2020;V;1;31;555;0190;I;1296;913;383;2;3;378;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
195;MN;2020;V;1;31;555;0190;I;1296;913;383;2;3;378;12;Lutte ouvrière;3;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
195;MN;2020;V;1;31;555;0190;I;1296;913;383;2;3;378;12;Une nouvelle énergie pour Toulouse;86;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
196;MN;2020;V;1;31;555;0191;I;1006;674;332;5;6;321;12;Debout Toulouse;4;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
197;MN;2020;V;1;31;555;0192;I;1028;744;284;4;1;279;12;Archipel Citoyen;47;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
198;MN;2020;V;1;31;555;192A;I;1029;813;216;0;0;216;12;Pour la cohésion ! L’autre choix;21;ECOLE ERNEST RENAN;7 CHEMIN D AUDIBERT
199;MN;2020;V;1;31;555;0193;I;1069;784;285;2;2;281;12;En avant Toulouse;1;ECOLE CUVIER;135 ROUTE D ALBI
199;MN;2020;V;1;31;555;0193;I;1069;784;285;2;2;281;12;Toulouse belle et forte;13;ECOLE CUVIER;135 ROUTE D ALBI
199;MN;2020;V;1;31;555;0193;I;1069;784;285;2;2;281;12;Lutte ouvrière;5;ECOLE CUVIER;135 ROUTE D ALBI
199;MN;2020;V;1;31;555;0193;I;1069;784;285;2;2;281;12;Toulouse animaliste;7;ECOLE CUVIER;135 ROUTE D ALBI
200;MN;2020;V;1;31;555;0194;I;1137;794;343;3;3;337;12;Aimer Toulouse avec Jean-Luc Moudenc;107;ECOLE CUVIER;135 ROUTE D ALBI
200;MN;2020;V;1;31;555;0194;I;1137;794;343;3;3;337;12;Pour la cohésion ! L’autre choix;21;ECOLE CUVIER;135 ROUTE D ALBI
1;MN;2020;V;1;31;555;0001;I;901;574;327;5;1;321;12;Aimer Toulouse avec Jean-Luc Moudenc;137;CAPITOLE SALLE DES COMMISSIONS;HOTEL DE VILLE
1;MN;2020;V;1;31;555;0001;I;901;574;327;5;1;321;12;Lutte ouvrière;1;CAPITOLE SALLE DES COMMISSIONS;HOTEL DE VILLE
1;MN;2020;V;1;31;555;0001;I;901;574;327;5;1;321;12;Toulouse animaliste;4;CAPITOLE SALLE DES COMMISSIONS;HOTEL DE VILLE
2;MN;2020;V;1;31;555;0002;I;895;535;360;1;2;357;12;Rassemblement Toulousain;1;CAPITOLE SALLE DES COMMISSIONS;HOTEL DE VILLE
2;MN;2020;V;1;31;555;0002;I;895;535;360;1;2;357;12;Archipel Citoyen;117;CAPITOLE SALLE DES COMMISSIONS;HOTEL DE VILLE
2;MN;2020;V;1;31;555;0002;I;895;535;360;1;2;357;12;Lutte ouvrière;4;CAPITOLE SALLE DES COMMISSIONS;HOTEL DE VILLE
2;MN;2020;V;1;31;555;0002;I;895;535;360;1;2;357;12;Toulouse animaliste;4;CAPITOLE SALLE DES COMMISSIONS;HOTEL DE VILLE
2;MN;2020;V;1;31;555;0002;I;895;535;360;1;2;357;12;Toulouse anticapitaliste;5;CAPITOLE SALLE DES COMMISSIONS;HOTEL DE VILLE
4;MN;2020;V;1;31;555;0004;I;849;503;346;2;1;343;12;Rassemblement Toulousain;8;ECOLE LAKANAL;17 PL DE LA DAURADE
4;MN;2020;V;1;31;555;0004;I;849;503;346;2;1;343;12;Toulouse belle et forte;8;ECOLE LAKANAL;17 PL DE LA DAURADE
4;MN;2020;V;1;31;555;0004;I;849;503;346;2;1;343;12;Aimer Toulouse avec Jean-Luc Moudenc;141;ECOLE LAKANAL;17 PL DE LA DAURADE
5;MN;2020;V;1;31;555;0005;I;762;462;300;3;3;294;12;Aimer Toulouse avec Jean-Luc Moudenc;108;MATERNELLE SERMET;71 RUE DU TAUR
5;MN;2020;V;1;31;555;0005;I;762;462;300;3;3;294;12;Toulouse anticapitaliste;5;MATERNELLE SERMET;71 RUE DU TAUR
6;MN;2020;V;1;31;555;0006;I;853;486;367;0;0;367;12;Toulouse anticapitaliste;5;MATERNELLE SERMET;71 RUE DU TAUR
6;MN;2020;V;1;31;555;0006;I;853;486;367;0;0;367;12;Une nouvelle énergie pour Toulouse;64;MATERNELLE SERMET;71 RUE DU TAUR
6;MN;2020;V;1;31;555;0006;I;853;486;367;0;0;367;12;Debout Toulouse;0;MATERNELLE SERMET;71 RUE DU TAUR
7;MN;2020;V;1;31;555;0007;I;823;478;345;3;0;342;12;En avant Toulouse;1;MATERNELLE SERMET;71 RUE DU TAUR
7;MN;2020;V;1;31;555;0007;I;823;478;345;3;0;342;12;Toulouse belle et forte;10;MATERNELLE SERMET;71 RUE DU TAUR
7;MN;2020;V;1;31;555;0007;I;823;478;345;3;0;342;12;Une nouvelle énergie pour Toulouse;36;MATERNELLE SERMET;71 RUE DU TAUR
8;MN;2020;V;1;31;555;0008;I;1091;659;432;2;4;426;12;En avant Toulouse;1;ECOLE DU NORD;13 BOULEVARD D ARCOLE
8;MN;2020;V;1;31;555;0008;I;1091;659;432;2;4;426;12;Lutte ouvrière;0;ECOLE DU NORD;13 BOULEVARD D ARCOLE
9;MN;2020;V;1;31;555;0009;I;978;545;433;3;5;425;12;Aimer Toulouse avec Jean-Luc Moudenc;121;ECOLE DU NORD;13 BOULEVARD D ARCOLE
9;MN;2020;V;1;31;555;0009;I;978;545;433;3;5;425;12;Pour la cohésion ! L’autre choix;26;ECOLE DU NORD;13 BOULEVARD D ARCOLE
10;MN;2020;V;1;31;555;0010;I;1098;647;451;8;2;441;12;Toulouse belle et forte;14;ECOLE DU NORD;13 BOULEVARD D ARCOLE
10;MN;2020;V;1;31;555;0010;I;1098;647;451;8;2;441;12;Archipel Citoyen;153;ECOLE DU NORD;13 BOULEVARD D ARCOLE
10;MN;2020;V;1;31;555;0010;I;1098;647;451;8;2;441;12;Lutte ouvrière;1;ECOLE DU NORD;13 BOULEVARD D ARCOLE
11;MN;2020;V;1;31;555;0011;I;1024;570;454;2;1;451;12;Rassemblement Toulousain;10;ECOLE DU NORD;13 BOULEVARD D ARCOLE
11;MN;2020;V;1;31;555;0011;I;1024;570;454;2;1;451;12;En avant Toulouse;0;ECOLE DU NORD;13 BOULEVARD D ARCOLE
11;MN;2020;V;1;31;555;0011;I;1024;570;454;2;1;451;12;Lutte ouvrière;1;ECOLE DU NORD;13 BOULEVARD D ARCOLE
12;MN;2020;V;1;31;555;0012;I;947;546;401;4;4;393;12;Toulouse belle et forte;12;ECOLE DU NORD;13 BOULEVARD D ARCOLE
12;MN;2020;V;1;31;555;0012;I;947;546;401;4;4;393;12;Lutte ouvrière;2;ECOLE DU NORD;13 BOULEVARD D ARCOLE
12;MN;2020;V;1;31;555;0012;I;947;546;401;4;4;393;12;Pour la cohésion ! L’autre choix;19;ECOLE DU NORD;13 BOULEVARD D ARCOLE
13;MN;2020;V;1;31;555;0013;I;989;587;402;2;2;398;12;Aimer Toulouse avec Jean-Luc Moudenc;136;ECOLE BAYARD;60 RUE MATABIAU
13;MN;2020;V;1;31;555;0013;I;989;587;402;2;2;398;12;Lutte ouvrière;0;ECOLE BAYARD;60 RUE MATABIAU
13;MN;2020;V;1;31;555;0013;I;989;587;402;2;2;398;12;Debout Toulouse;4;ECOLE BAYARD;60 RUE MATABIAU
14;MN;2020;V;1;31;555;0014;I;1028;665;363;5;0;358;12;Lutte ouvrière;3;ECOLE BAYARD;60 RUE MATABIAU
15;MN;2020;V;1;31;555;0015;I;877;510;367;3;3;361;12;Toulouse belle et forte;4;ECOLE BAYARD;60 RUE MATABIAU
15;MN;2020;V;1;31;555;0015;I;877;510;367;3;3;361;12;Archipel Citoyen;125;ECOLE BAYARD;60 RUE MATABIAU
15;MN;2020;V;1;31;555;0015;I;877;510;367;3;3;361;12;Toulouse animaliste;6;ECOLE BAYARD;60 RUE MATABIAU
15;MN;2020;V;1;31;555;0015;I;877;510;367;3;3;361;12;Une nouvelle énergie pour Toulouse;59;ECOLE BAYARD;60 RUE MATABIAU
15;MN;2020;V;1;31;555;0015;I;877;510;367;3;3;361;12;Debout Toulouse;3;ECOLE BAYARD;60 RUE MATABIAU
16;MN;2020;V;1;31;555;0016;I;1157;668;489;5;5;479;12;Pour la cohésion ! L’autre choix;15;ECOLE BAYARD;60 RUE MATABIAU
17;MN;2020;V;1;31;555;0017;I;1110;643;467;2;1;464;12;Rassemblement Toulousain;6;ECOLE BAYARD;60 RUE MATABIAU
17;MN;2020;V;1;31;555;0017;I;1110;643;467;2;1;464;12;Aimer Toulouse avec Jean-Luc Moudenc;171;ECOLE BAYARD;60 RUE MATABIAU
17;MN;2020;V;1;31;555;0017;I;1110;643;467;2;1;464;12;Toulouse animaliste;8;ECOLE BAYARD;60 RUE MATABIAU
18;MN;2020;V;1;31;555;0018;I;697;392;305;2;2;301;12;Toulouse animaliste;2;CENTRE SPORTIF LEO LAGRANGE;PL PIERRE PAUL RIQUET
19;MN;2020;V;1;31;555;0019;I;798;454;344;4;2;338;12;Rassemblement Toulousain;7;CENTRE SPORTIF LEO LAGRANGE;PL PIERRE PAUL RIQUET
19;MN;2020;V;1;31;555;0019;I;798;454;344;4;2;338;12;En avant Toulouse;0;CENTRE SPORTIF LEO LAGRANGE;PL PIERRE PAUL RIQUET
19;MN;2020;V;1;31;555;0019;I;798;454;344;4;2;338;12;Toulouse belle et forte;6;CENTRE SPORTIF LEO LAGRANGE;PL PIERRE PAUL RIQUET
19;MN;2020;V;1;31;555;0019;I;798;454;344;4;2;338;12;Une nouvelle énergie pour Toulouse;54;CENTRE SPORTIF LEO LAGRANGE;PL PIERRE PAUL RIQUET
20;MN;2020;V;1;31;555;0020;I;1027;621;406;2;10;394;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
20;MN;2020;V;1;31;555;0020;I;1027;621;406;2;10;394;12;Lutte ouvrière;3;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
21;MN;2020;V;1;31;555;0021;I;1041;630;411;3;2;406;12;Toulouse belle et forte;13;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
21;MN;2020;V;1;31;555;0021;I;1041;630;411;3;2;406;12;Toulouse anticapitaliste;11;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
22;MN;2020;V;1;31;555;0022;I;884;526;358;5;6;347;12;Lutte ouvrière;4;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
22;MN;2020;V;1;31;555;0022;I;884;526;358;5;6;347;12;Une nouvelle énergie pour Toulouse;61;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
22;MN;2020;V;1;31;555;0022;I;884;526;358;5;6;347;12;Debout Toulouse;4;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
23;MN;2020;V;1;31;555;0023;I;1000;616;384;3;2;379;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
23;MN;2020;V;1;31;555;0023;I;1000;616;384;3;2;379;12;En avant Toulouse;0;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
23;MN;2020;V;1;31;555;0023;I;1000;616;384;3;2;379;12;Aimer Toulouse avec Jean-Luc Moudenc;132;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
23;MN;2020;V;1;31;555;0023;I;1000;616;384;3;2;379;12;Pour la cohésion ! L’autre choix;16;ECOLE BONNEFOY;18 RUE DU FAUBOURG BONNEFOY
24;MN;2020;V;1;31;555;0024;I;1120;633;487;3;2;482;12;Toulouse animaliste;3;ESPACE BONNEFOY PERIOLE;270 RUE DE PERIOLE
25;MN;2020;V;1;31;555;0025;I;895;541;354;2;9;343;12;Aimer Toulouse avec Jean-Luc Moudenc;90;ESPACE BONNEFOY PERIOLE;270 RUE DE PERIOLE
26;MN;2020;V;1;31;555;0026;I;659;381;278;1;2;275;12;Rassemblement Toulousain;14;ESPACE BONNEFOY PERIOLE;270 RUE DE PERIOLE
26;MN;2020;V;1;31;555;0026;I;659;381;278;1;2;275;12;En avant Toulouse;0;ESPACE BONNEFOY PERIOLE;270 RUE DE PERIOLE
26;MN;2020;V;1;31;555;0026;I;659;381;278;1;2;275;12;Toulouse belle et forte;6;ESPACE BONNEFOY PERIOLE;270 RUE DE PERIOLE
26;MN;2020;V;1;31;555;0026;I;659;381;278;1;2;275;12;Debout Toulouse;2;ESPACE BONNEFOY PERIOLE;270 RUE DE PERIOLE
26;MN;2020;V;1;31;555;0026;I;659;381;278;1;2;275;12;Pour la cohésion ! L’autre choix;15;ESPACE BONNEFOY PERIOLE;270 RUE DE PERIOLE
27;MN;2020;V;1;31;555;0027;I;1104;621;483;2;5;476;12;Lutte ouvrière;2;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
28;MN;2020;V;1;31;555;0028;I;986;625;361;4;3;354;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
28;MN;2020;V;1;31;555;0028;I;986;625;361;4;3;354;12;En avant Toulouse;1;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
29;MN;2020;V;1;31;555;0029;I;1067;651;416;4;4;408;12;Toulouse belle et forte;5;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
29;MN;2020;V;1;31;555;0029;I;1067;651;416;4;4;408;12;Toulouse anticapitaliste;8;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
29;MN;2020;V;1;31;555;0029;I;1067;651;416;4;4;408;12;Une nouvelle énergie pour Toulouse;77;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
29;MN;2020;V;1;31;555;0029;I;1067;651;416;4;4;408;12;Debout Toulouse;3;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
30;MN;2020;V;1;31;555;0030;I;963;572;391;3;7;381;12;En avant Toulouse;1;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
30;MN;2020;V;1;31;555;0030;I;963;572;391;3;7;381;12;Toulouse animaliste;3;ECOLE PIERRE ET MARIE CURIE;36 RUE DE LA JEUNESSE
31;MN;2020;V;1;31;555;0031;I;699;435;264;2;1;261;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
31;MN;2020;V;1;31;555;0031;I;699;435;264;2;1;261;12;En avant Toulouse;0;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
31;MN;2020;V;1;31;555;0031;I;699;435;264;2;1;261;12;Archipel Citoyen;46;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
31;MN;2020;V;1;31;555;0031;I;699;435;264;2;1;261;12;Toulouse animaliste;2;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
31;MN;2020;V;1;31;555;0031;I;699;435;264;2;1;261;12;Pour la cohésion ! L’autre choix;8;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
32;MN;2020;V;1;31;555;0032;I;882;506;376;2;2;372;12;Lutte ouvrière;0;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
32;MN;2020;V;1;31;555;0032;I;882;506;376;2;2;372;12;Toulouse anticapitaliste;4;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
33;MN;2020;V;1;31;555;0033;I;863;524;339;6;0;333;12;Toulouse aux travailleurs, pas aux spéculateurs;3;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
33;MN;2020;V;1;31;555;0033;I;863;524;339;6;0;333;12;Lutte ouvrière;0;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
33;MN;2020;V;1;31;555;0033;I;863;524;339;6;0;333;12;Toulouse anticapitaliste;2;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
34;MN;2020;V;1;31;555;0034;I;691;405;286;2;1;283;12;Toulouse animaliste;7;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
34;MN;2020;V;1;31;555;0034;I;691;405;286;2;1;283;12;Toulouse anticapitaliste;2;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
34;MN;2020;V;1;31;555;0034;I;691;405;286;2;1;283;12;Une nouvelle énergie pour Toulouse;39;ECOLE FOURTANIER;51 RUE DU REMPART ST ETIENNE
35;MN;2020;V;1;31;555;0035;I;824;435;389;2;6;381;12;Toulouse animaliste;13;ECOLE MICHELET;5 BOULEVARD MICHELET
36;MN;2020;V;1;31;555;0036;I;869;498;371;2;0;369;12;Debout Toulouse;1;ECOLE MICHELET;5 BOULEVARD MICHELET
37;MN;2020;V;1;31;555;0037;I;745;451;294;2;1;291;12;Toulouse animaliste;6;ECOLE MICHELET;5 BOULEVARD MICHELET
37;MN;2020;V;1;31;555;0037;I;745;451;294;2;1;291;12;Toulouse anticapitaliste;7;ECOLE MICHELET;5 BOULEVARD MICHELET
38;MN;2020;V;1;31;555;0038;I;874;521;353;0;4;349;12;En avant Toulouse;0;ECOLE MICHELET;5 BOULEVARD MICHELET
38;MN;2020;V;1;31;555;0038;I;874;521;353;0;4;349;12;Toulouse anticapitaliste;2;ECOLE MICHELET;5 BOULEVARD MICHELET
38;MN;2020;V;1;31;555;0038;I;874;521;353;0;4;349;12;Pour la cohésion ! L’autre choix;23;ECOLE MICHELET;5 BOULEVARD MICHELET
39;MN;2020;V;1;31;555;0039;I;85;52;33;1;0;32;12;En avant Toulouse;0;ECOLE MICHELET;5 BOULEVARD MICHELET
39;MN;2020;V;1;31;555;0039;I;85;52;33;1;0;32;12;Une nouvelle énergie pour Toulouse;5;ECOLE MICHELET;5 BOULEVARD MICHELET
39;MN;2020;V;1;31;555;0039;I;85;52;33;1;0;32;12;Debout Toulouse;2;ECOLE MICHELET;5 BOULEVARD MICHELET
40;MN;2020;V;1;31;555;0040;I;907;501;406;2;3;401;12;Toulouse anticapitaliste;6;ECOLE CALVINHAC;8 BIS RUE JACQUES LABATUT
41;MN;2020;V;1;31;555;0041;I;780;494;286;2;1;283;12;En avant Toulouse;0;ECOLE CALVINHAC;8 BIS RUE JACQUES LABATUT
41;MN;2020;V;1;31;555;0041;I;780;494;286;2;1;283;12;Aimer Toulouse avec Jean-Luc Moudenc;139;ECOLE CALVINHAC;8 BIS RUE JACQUES LABATUT
41;MN;2020;V;1;31;555;0041;I;780;494;286;2;1;283;12;Toulouse animaliste;2;ECOLE CALVINHAC;8 BIS RUE JACQUES LABATUT
