Numéro;Type election;Annee;Type enregistrement;Numéro tour;Code departement;Code commune;Numéro bdv;Indicatif;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimes;Nombre de listes;Liste;Voix;NOM;ADRESSE
41;MN;2020;V;1;31;555;0041;I;780;494;286;2;1;283;12;Pour la cohésion ! L’autre choix;4;ECOLE CALVINHAC;8 BIS RUE JACQUES LABATUT
42;MN;2020;V;1;31;555;0042;I;1020;568;452;3;5;444;12;Toulouse aux travailleurs, pas aux spéculateurs;2;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
42;MN;2020;V;1;31;555;0042;I;1020;568;452;3;5;444;12;Archipel Citoyen;165;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
42;MN;2020;V;1;31;555;0042;I;1020;568;452;3;5;444;12;Aimer Toulouse avec Jean-Luc Moudenc;109;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
43;MN;2020;V;1;31;555;0043;I;939;541;398;3;1;394;12;Rassemblement Toulousain;13;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
43;MN;2020;V;1;31;555;0043;I;939;541;398;3;1;394;12;Archipel Citoyen;110;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
43;MN;2020;V;1;31;555;0043;I;939;541;398;3;1;394;12;Lutte ouvrière;0;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
44;MN;2020;V;1;31;555;0044;I;1111;603;508;1;3;504;12;Aimer Toulouse avec Jean-Luc Moudenc;179;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
44;MN;2020;V;1;31;555;0044;I;1111;603;508;1;3;504;12;Lutte ouvrière;0;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
44;MN;2020;V;1;31;555;0044;I;1111;603;508;1;3;504;12;Toulouse animaliste;6;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
44;MN;2020;V;1;31;555;0044;I;1111;603;508;1;3;504;12;Debout Toulouse;1;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
44;MN;2020;V;1;31;555;0044;I;1111;603;508;1;3;504;12;Pour la cohésion ! L’autre choix;16;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
45;MN;2020;V;1;31;555;0045;I;659;360;299;1;1;297;12;Toulouse belle et forte;8;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
45;MN;2020;V;1;31;555;0045;I;659;360;299;1;1;297;12;Pour la cohésion ! L’autre choix;11;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
46;MN;2020;V;1;31;555;0046;I;447;366;81;3;2;76;12;Toulouse belle et forte;2;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
46;MN;2020;V;1;31;555;0046;I;447;366;81;3;2;76;12;Aimer Toulouse avec Jean-Luc Moudenc;27;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
47;MN;2020;V;1;31;555;0047;I;965;534;431;1;5;425;12;Toulouse aux travailleurs, pas aux spéculateurs;0;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
47;MN;2020;V;1;31;555;0047;I;965;534;431;1;5;425;12;Toulouse animaliste;1;GROUPE SCOLAIRE BONHOURE;20 B PLACE MARIUS PINEL
48;MN;2020;V;1;31;555;0048;I;960;551;409;2;1;406;12;Archipel Citoyen;124;ECOLE JEAN JAURES;21 AVENUE FRIZAC
48;MN;2020;V;1;31;555;0048;I;960;551;409;2;1;406;12;Lutte ouvrière;1;ECOLE JEAN JAURES;21 AVENUE FRIZAC
49;MN;2020;V;1;31;555;0049;I;1069;602;467;2;7;458;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE JEAN JAURES;21 AVENUE FRIZAC
49;MN;2020;V;1;31;555;0049;I;1069;602;467;2;7;458;12;Une nouvelle énergie pour Toulouse;90;ECOLE JEAN JAURES;21 AVENUE FRIZAC
50;MN;2020;V;1;31;555;0050;I;1015;544;471;5;0;466;12;Aimer Toulouse avec Jean-Luc Moudenc;175;ECOLE JEAN JAURES;21 AVENUE FRIZAC
50;MN;2020;V;1;31;555;0050;I;1015;544;471;5;0;466;12;Toulouse anticapitaliste;3;ECOLE JEAN JAURES;21 AVENUE FRIZAC
50;MN;2020;V;1;31;555;0050;I;1015;544;471;5;0;466;12;Une nouvelle énergie pour Toulouse;91;ECOLE JEAN JAURES;21 AVENUE FRIZAC
51;MN;2020;V;1;31;555;0051;I;975;575;400;3;3;394;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE JEAN JAURES;21 AVENUE FRIZAC
51;MN;2020;V;1;31;555;0051;I;975;575;400;3;3;394;12;Toulouse belle et forte;7;ECOLE JEAN JAURES;21 AVENUE FRIZAC
51;MN;2020;V;1;31;555;0051;I;975;575;400;3;3;394;12;Toulouse animaliste;6;ECOLE JEAN JAURES;21 AVENUE FRIZAC
51;MN;2020;V;1;31;555;0051;I;975;575;400;3;3;394;12;Toulouse anticapitaliste;1;ECOLE JEAN JAURES;21 AVENUE FRIZAC
52;MN;2020;V;1;31;555;0052;I;1033;639;394;2;3;389;12;Debout Toulouse;3;ECOLE JEAN JAURES;21 AVENUE FRIZAC
53;MN;2020;V;1;31;555;0053;I;985;565;420;2;3;415;12;Lutte ouvrière;1;ECOLE JEAN JAURES;21 AVENUE FRIZAC
54;MN;2020;V;1;31;555;0054;I;1021;605;416;1;3;412;12;Debout Toulouse;2;ECOLE PIERRE DUPONT;101 GRANDE RUE ST MICHEL
54;MN;2020;V;1;31;555;0054;I;1021;605;416;1;3;412;12;Pour la cohésion ! L’autre choix;13;ECOLE PIERRE DUPONT;101 GRANDE RUE ST MICHEL
56;MN;2020;V;1;31;555;0056;I;1058;633;425;2;1;422;12;Pour la cohésion ! L’autre choix;15;ECOLE PIERRE DUPONT;101 GRANDE RUE ST MICHEL
57;MN;2020;V;1;31;555;0057;I;1151;657;494;3;3;488;12;Toulouse anticapitaliste;6;ECOLE PIERRE DUPONT;101 GRANDE RUE ST MICHEL
57;MN;2020;V;1;31;555;0057;I;1151;657;494;3;3;488;12;Pour la cohésion ! L’autre choix;25;ECOLE PIERRE DUPONT;101 GRANDE RUE ST MICHEL
58;MN;2020;V;1;31;555;0058;I;1187;647;540;5;1;534;12;Une nouvelle énergie pour Toulouse;70;ECOLE FABRE;RUE PIERRE BRUNIERE
58;MN;2020;V;1;31;555;0058;I;1187;647;540;5;1;534;12;Pour la cohésion ! L’autre choix;26;ECOLE FABRE;RUE PIERRE BRUNIERE
59;MN;2020;V;1;31;555;0059;I;993;582;411;3;2;406;12;Toulouse anticapitaliste;13;ECOLE FABRE;RUE PIERRE BRUNIERE
60;MN;2020;V;1;31;555;0060;I;1034;603;431;7;0;424;12;Rassemblement Toulousain;16;ECOLE FABRE;RUE PIERRE BRUNIERE
60;MN;2020;V;1;31;555;0060;I;1034;603;431;7;0;424;12;Toulouse belle et forte;10;ECOLE FABRE;RUE PIERRE BRUNIERE
60;MN;2020;V;1;31;555;0060;I;1034;603;431;7;0;424;12;Toulouse animaliste;5;ECOLE FABRE;RUE PIERRE BRUNIERE
60;MN;2020;V;1;31;555;0060;I;1034;603;431;7;0;424;12;Une nouvelle énergie pour Toulouse;77;ECOLE FABRE;RUE PIERRE BRUNIERE
61;MN;2020;V;1;31;555;0061;I;842;491;351;1;3;347;12;Lutte ouvrière;0;ECOLE FABRE;RUE PIERRE BRUNIERE
62;MN;2020;V;1;31;555;0062;I;886;512;374;0;1;373;12;Rassemblement Toulousain;5;ECOLE FABRE;RUE PIERRE BRUNIERE
62;MN;2020;V;1;31;555;0062;I;886;512;374;0;1;373;12;En avant Toulouse;0;ECOLE FABRE;RUE PIERRE BRUNIERE
62;MN;2020;V;1;31;555;0062;I;886;512;374;0;1;373;12;Toulouse belle et forte;14;ECOLE FABRE;RUE PIERRE BRUNIERE
63;MN;2020;V;1;31;555;0063;I;738;407;331;1;2;328;12;Rassemblement Toulousain;10;ECOLE FABRE;RUE PIERRE BRUNIERE
63;MN;2020;V;1;31;555;0063;I;738;407;331;1;2;328;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE FABRE;RUE PIERRE BRUNIERE
63;MN;2020;V;1;31;555;0063;I;738;407;331;1;2;328;12;Toulouse belle et forte;8;ECOLE FABRE;RUE PIERRE BRUNIERE
63;MN;2020;V;1;31;555;0063;I;738;407;331;1;2;328;12;Toulouse anticapitaliste;5;ECOLE FABRE;RUE PIERRE BRUNIERE
64;MN;2020;V;1;31;555;0064;I;834;534;300;2;7;291;12;Toulouse belle et forte;13;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
64;MN;2020;V;1;31;555;0064;I;834;534;300;2;7;291;12;Archipel Citoyen;68;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
64;MN;2020;V;1;31;555;0064;I;834;534;300;2;7;291;12;Lutte ouvrière;5;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
64;MN;2020;V;1;31;555;0064;I;834;534;300;2;7;291;12;Pour la cohésion ! L’autre choix;18;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
65;MN;2020;V;1;31;555;0065;I;983;569;414;6;2;406;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
65;MN;2020;V;1;31;555;0065;I;983;569;414;6;2;406;12;Toulouse belle et forte;11;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
65;MN;2020;V;1;31;555;0065;I;983;569;414;6;2;406;12;Toulouse anticapitaliste;6;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
65;MN;2020;V;1;31;555;0065;I;983;569;414;6;2;406;12;Pour la cohésion ! L’autre choix;27;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
66;MN;2020;V;1;31;555;0066;I;976;648;328;6;2;320;12;Aimer Toulouse avec Jean-Luc Moudenc;88;ECOLE SAUZELONG;92 AVENUE ALBERT BEDOUCE
67;MN;2020;V;1;31;555;0067;I;1081;624;457;7;1;449;12;Toulouse belle et forte;16;ECOLE RICARDIE 3;56 AVENUE DE L URSS
67;MN;2020;V;1;31;555;0067;I;1081;624;457;7;1;449;12;Aimer Toulouse avec Jean-Luc Moudenc;105;ECOLE RICARDIE 3;56 AVENUE DE L URSS
67;MN;2020;V;1;31;555;0067;I;1081;624;457;7;1;449;12;Toulouse animaliste;8;ECOLE RICARDIE 3;56 AVENUE DE L URSS
68;MN;2020;V;1;31;555;0068;I;867;473;394;3;1;390;12;Lutte ouvrière;2;ECOLE RICARDIE 3;56 AVENUE DE L URSS
68;MN;2020;V;1;31;555;0068;I;867;473;394;3;1;390;12;Toulouse anticapitaliste;8;ECOLE RICARDIE 3;56 AVENUE DE L URSS
69;MN;2020;V;1;31;555;0069;I;915;545;370;1;3;366;12;En avant Toulouse;0;ECOLE RICARDIE 3;56 AVENUE DE L URSS
70;MN;2020;V;1;31;555;069A;I;826;451;375;2;4;369;12;Aimer Toulouse avec Jean-Luc Moudenc;88;ECOLE RICARDIE 3;56 AVENUE DE L URSS
70;MN;2020;V;1;31;555;069A;I;826;451;375;2;4;369;12;Debout Toulouse;2;ECOLE RICARDIE 3;56 AVENUE DE L URSS
70;MN;2020;V;1;31;555;069A;I;826;451;375;2;4;369;12;Pour la cohésion ! L’autre choix;23;ECOLE RICARDIE 3;56 AVENUE DE L URSS
71;MN;2020;V;1;31;555;0070;I;753;611;142;2;2;138;12;Toulouse anticapitaliste;7;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
71;MN;2020;V;1;31;555;0070;I;753;611;142;2;2;138;12;Pour la cohésion ! L’autre choix;9;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
72;MN;2020;V;1;31;555;0071;I;71;59;12;0;0;12;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
72;MN;2020;V;1;31;555;0071;I;71;59;12;0;0;12;12;En avant Toulouse;0;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
72;MN;2020;V;1;31;555;0071;I;71;59;12;0;0;12;12;Aimer Toulouse avec Jean-Luc Moudenc;3;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
73;MN;2020;V;1;31;555;0072;I;384;316;68;1;1;66;12;Une nouvelle énergie pour Toulouse;13;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
73;MN;2020;V;1;31;555;0072;I;384;316;68;1;1;66;12;Pour la cohésion ! L’autre choix;11;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
74;MN;2020;V;1;31;555;0073;I;662;528;134;2;1;131;12;Debout Toulouse;2;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
75;MN;2020;V;1;31;555;0074;I;663;470;193;3;1;189;12;Toulouse animaliste;3;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
75;MN;2020;V;1;31;555;0074;I;663;470;193;3;1;189;12;Une nouvelle énergie pour Toulouse;27;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
76;MN;2020;V;1;31;555;0075;I;845;596;249;0;9;240;12;Archipel Citoyen;50;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
76;MN;2020;V;1;31;555;0075;I;845;596;249;0;9;240;12;Pour la cohésion ! L’autre choix;21;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
77;MN;2020;V;1;31;555;0076;I;995;586;409;1;4;404;12;Toulouse aux travailleurs, pas aux spéculateurs;3;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
77;MN;2020;V;1;31;555;0076;I;995;586;409;1;4;404;12;Toulouse animaliste;4;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
78;MN;2020;V;1;31;555;0077;I;896;565;331;1;2;328;12;Archipel Citoyen;116;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
78;MN;2020;V;1;31;555;0077;I;896;565;331;1;2;328;12;Toulouse animaliste;1;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
79;MN;2020;V;1;31;555;0078;I;1005;584;421;3;1;417;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
79;MN;2020;V;1;31;555;0078;I;1005;584;421;3;1;417;12;Archipel Citoyen;152;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
80;MN;2020;V;1;31;555;0079;I;956;565;391;2;9;380;12;Toulouse belle et forte;7;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
80;MN;2020;V;1;31;555;0079;I;956;565;391;2;9;380;12;Aimer Toulouse avec Jean-Luc Moudenc;110;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
82;MN;2020;V;1;31;555;0081;I;915;673;242;1;2;239;12;Rassemblement Toulousain;11;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
82;MN;2020;V;1;31;555;0081;I;915;673;242;1;2;239;12;Toulouse animaliste;3;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
82;MN;2020;V;1;31;555;0081;I;915;673;242;1;2;239;12;Une nouvelle énergie pour Toulouse;45;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
82;MN;2020;V;1;31;555;0081;I;915;673;242;1;2;239;12;Debout Toulouse;1;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
82;MN;2020;V;1;31;555;0081;I;915;673;242;1;2;239;12;Pour la cohésion ! L’autre choix;13;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
83;MN;2020;V;1;31;555;081A;I;991;626;365;4;3;358;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
83;MN;2020;V;1;31;555;081A;I;991;626;365;4;3;358;12;En avant Toulouse;0;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
84;MN;2020;V;1;31;555;0082;I;846;532;314;2;2;310;12;Archipel Citoyen;74;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
84;MN;2020;V;1;31;555;0082;I;846;532;314;2;2;310;12;Lutte ouvrière;3;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
84;MN;2020;V;1;31;555;0082;I;846;532;314;2;2;310;12;Une nouvelle énergie pour Toulouse;64;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
86;MN;2020;V;1;31;555;083A;I;891;577;314;3;3;308;12;Archipel Citoyen;78;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
86;MN;2020;V;1;31;555;083A;I;891;577;314;3;3;308;12;Aimer Toulouse avec Jean-Luc Moudenc;100;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
87;MN;2020;V;1;31;555;0084;I;1136;605;531;3;6;522;12;Rassemblement Toulousain;27;ECOLE MAURICE BECANNE;85 AVENUE DE MURET
87;MN;2020;V;1;31;555;0084;I;1136;605;531;3;6;522;12;Toulouse belle et forte;17;ECOLE MAURICE BECANNE;85 AVENUE DE MURET
87;MN;2020;V;1;31;555;0084;I;1136;605;531;3;6;522;12;Toulouse animaliste;4;ECOLE MAURICE BECANNE;85 AVENUE DE MURET
88;MN;2020;V;1;31;555;0085;I;915;507;408;0;2;406;12;Aimer Toulouse avec Jean-Luc Moudenc;114;ECOLE MAURICE BECANNE;85 AVENUE DE MURET
89;MN;2020;V;1;31;555;0086;I;798;580;218;1;3;214;12;Rassemblement Toulousain;12;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
89;MN;2020;V;1;31;555;0086;I;798;580;218;1;3;214;12;Pour la cohésion ! L’autre choix;28;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
90;MN;2020;V;1;31;555;0087;I;804;646;158;0;8;150;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
90;MN;2020;V;1;31;555;0087;I;804;646;158;0;8;150;12;En avant Toulouse;0;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
90;MN;2020;V;1;31;555;0087;I;804;646;158;0;8;150;12;Aimer Toulouse avec Jean-Luc Moudenc;43;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
90;MN;2020;V;1;31;555;0087;I;804;646;158;0;8;150;12;Toulouse animaliste;5;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
91;MN;2020;V;1;31;555;0088;I;708;455;253;3;3;247;12;En avant Toulouse;0;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
91;MN;2020;V;1;31;555;0088;I;708;455;253;3;3;247;12;Aimer Toulouse avec Jean-Luc Moudenc;78;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
91;MN;2020;V;1;31;555;0088;I;708;455;253;3;3;247;12;Toulouse anticapitaliste;6;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
91;MN;2020;V;1;31;555;0088;I;708;455;253;3;3;247;12;Une nouvelle énergie pour Toulouse;43;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
92;MN;2020;V;1;31;555;0089;I;951;725;226;1;2;223;12;Debout Toulouse;2;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
93;MN;2020;V;1;31;555;0090;I;793;516;277;2;5;270;12;Toulouse animaliste;1;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
94;MN;2020;V;1;31;555;0091;I;801;621;180;6;3;171;12;Archipel Citoyen;30;ECOLE BUFFON;6 IMPASSE DES GLIERES
94;MN;2020;V;1;31;555;0091;I;801;621;180;6;3;171;12;Lutte ouvrière;1;ECOLE BUFFON;6 IMPASSE DES GLIERES
94;MN;2020;V;1;31;555;0091;I;801;621;180;6;3;171;12;Toulouse anticapitaliste;2;ECOLE BUFFON;6 IMPASSE DES GLIERES
95;MN;2020;V;1;31;555;0092;I;1076;769;307;1;3;303;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE BUFFON;6 IMPASSE DES GLIERES
95;MN;2020;V;1;31;555;0092;I;1076;769;307;1;3;303;12;Lutte ouvrière;1;ECOLE BUFFON;6 IMPASSE DES GLIERES
96;MN;2020;V;1;31;555;0093;I;1007;753;254;5;3;246;12;Rassemblement Toulousain;18;ECOLE BUFFON;6 IMPASSE DES GLIERES
96;MN;2020;V;1;31;555;0093;I;1007;753;254;5;3;246;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE BUFFON;6 IMPASSE DES GLIERES
96;MN;2020;V;1;31;555;0093;I;1007;753;254;5;3;246;12;Toulouse anticapitaliste;0;ECOLE BUFFON;6 IMPASSE DES GLIERES
96;MN;2020;V;1;31;555;0093;I;1007;753;254;5;3;246;12;Pour la cohésion ! L’autre choix;18;ECOLE BUFFON;6 IMPASSE DES GLIERES
97;MN;2020;V;1;31;555;0094;I;653;537;116;0;1;115;12;Archipel Citoyen;21;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
97;MN;2020;V;1;31;555;0094;I;653;537;116;0;1;115;12;Une nouvelle énergie pour Toulouse;22;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
97;MN;2020;V;1;31;555;0094;I;653;537;116;0;1;115;12;Pour la cohésion ! L’autre choix;17;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
98;MN;2020;V;1;31;555;0095;I;866;661;205;7;5;193;12;Archipel Citoyen;38;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
98;MN;2020;V;1;31;555;0095;I;866;661;205;7;5;193;12;Aimer Toulouse avec Jean-Luc Moudenc;60;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
99;MN;2020;V;1;31;555;0096;I;753;456;297;0;2;295;12;Debout Toulouse;2;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
99;MN;2020;V;1;31;555;0096;I;753;456;297;0;2;295;12;Pour la cohésion ! L’autre choix;21;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
100;MN;2020;V;1;31;555;0097;I;1058;862;196;2;6;188;12;Rassemblement Toulousain;11;CSC ALBAN MINVILLE;PLACE MARTIN LUTHER KING
100;MN;2020;V;1;31;555;0097;I;1058;862;196;2;6;188;12;Archipel Citoyen;22;CSC ALBAN MINVILLE;PLACE MARTIN LUTHER KING
100;MN;2020;V;1;31;555;0097;I;1058;862;196;2;6;188;12;Lutte ouvrière;1;CSC ALBAN MINVILLE;PLACE MARTIN LUTHER KING
201;MN;2020;V;1;31;555;0195;I;1080;713;367;1;0;366;12;Toulouse animaliste;8;ECOLE CUVIER;135 ROUTE D ALBI
202;MN;2020;V;1;31;555;0196;I;1042;690;352;1;1;350;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE CUVIER;135 ROUTE D ALBI
203;MN;2020;V;1;31;555;0197;I;1086;719;367;0;1;366;12;Toulouse belle et forte;16;ECOLE CUVIER;135 ROUTE D ALBI
203;MN;2020;V;1;31;555;0197;I;1086;719;367;0;1;366;12;Lutte ouvrière;0;ECOLE CUVIER;135 ROUTE D ALBI
204;MN;2020;V;1;31;555;0198;I;1014;724;290;1;4;285;12;Toulouse belle et forte;13;ECOLE CUVIER;135 ROUTE D ALBI
204;MN;2020;V;1;31;555;0198;I;1014;724;290;1;4;285;12;Lutte ouvrière;2;ECOLE CUVIER;135 ROUTE D ALBI
204;MN;2020;V;1;31;555;0198;I;1014;724;290;1;4;285;12;Toulouse animaliste;8;ECOLE CUVIER;135 ROUTE D ALBI
205;MN;2020;V;1;31;555;198A;I;1083;725;358;2;4;352;12;En avant Toulouse;0;ECOLE CUVIER;135 ROUTE D ALBI
205;MN;2020;V;1;31;555;198A;I;1083;725;358;2;4;352;12;Aimer Toulouse avec Jean-Luc Moudenc;120;ECOLE CUVIER;135 ROUTE D ALBI
205;MN;2020;V;1;31;555;198A;I;1083;725;358;2;4;352;12;Une nouvelle énergie pour Toulouse;65;ECOLE CUVIER;135 ROUTE D ALBI
206;MN;2020;V;1;31;555;0199;I;1120;697;423;3;4;416;12;Une nouvelle énergie pour Toulouse;71;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
207;MN;2020;V;1;31;555;0200;I;1127;789;338;2;3;333;12;Lutte ouvrière;0;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
208;MN;2020;V;1;31;555;0201;I;1040;665;375;6;4;365;12;Pour la cohésion ! L’autre choix;13;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
209;MN;2020;V;1;31;555;0202;I;884;473;411;1;0;410;12;Toulouse aux travailleurs, pas aux spéculateurs;3;MATERNELLE REILLE;4 BIS RUE REILLE
209;MN;2020;V;1;31;555;0202;I;884;473;411;1;0;410;12;Lutte ouvrière;1;MATERNELLE REILLE;4 BIS RUE REILLE
209;MN;2020;V;1;31;555;0202;I;884;473;411;1;0;410;12;Pour la cohésion ! L’autre choix;22;MATERNELLE REILLE;4 BIS RUE REILLE
210;MN;2020;V;1;31;555;0203;I;1067;592;475;2;4;469;12;Archipel Citoyen;196;MATERNELLE REILLE;4 BIS RUE REILLE
210;MN;2020;V;1;31;555;0203;I;1067;592;475;2;4;469;12;Toulouse animaliste;6;MATERNELLE REILLE;4 BIS RUE REILLE
210;MN;2020;V;1;31;555;0203;I;1067;592;475;2;4;469;12;Debout Toulouse;2;MATERNELLE REILLE;4 BIS RUE REILLE
211;MN;2020;V;1;31;555;0204;I;597;361;236;2;3;231;12;Aimer Toulouse avec Jean-Luc Moudenc;70;MATERNELLE REILLE;4 BIS RUE REILLE
211;MN;2020;V;1;31;555;0204;I;597;361;236;2;3;231;12;Toulouse anticapitaliste;9;MATERNELLE REILLE;4 BIS RUE REILLE
212;MN;2020;V;1;31;555;0205;I;833;529;304;7;3;294;12;Rassemblement Toulousain;13;MATERNELLE REILLE;4 BIS RUE REILLE
212;MN;2020;V;1;31;555;0205;I;833;529;304;7;3;294;12;Toulouse belle et forte;7;MATERNELLE REILLE;4 BIS RUE REILLE
212;MN;2020;V;1;31;555;0205;I;833;529;304;7;3;294;12;Toulouse animaliste;3;MATERNELLE REILLE;4 BIS RUE REILLE
212;MN;2020;V;1;31;555;0205;I;833;529;304;7;3;294;12;Pour la cohésion ! L’autre choix;20;MATERNELLE REILLE;4 BIS RUE REILLE
213;MN;2020;V;1;31;555;0206;I;969;574;395;1;5;389;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE MICHOUN;49 CHEMIN MICHOUN
213;MN;2020;V;1;31;555;0206;I;969;574;395;1;5;389;12;Pour la cohésion ! L’autre choix;29;ECOLE MICHOUN;49 CHEMIN MICHOUN
214;MN;2020;V;1;31;555;0207;I;953;619;334;3;7;324;12;Une nouvelle énergie pour Toulouse;55;ECOLE MICHOUN;49 CHEMIN MICHOUN
214;MN;2020;V;1;31;555;0207;I;953;619;334;3;7;324;12;Pour la cohésion ! L’autre choix;12;ECOLE MICHOUN;49 CHEMIN MICHOUN
215;MN;2020;V;1;31;555;0208;I;1021;705;316;7;6;303;12;Rassemblement Toulousain;21;ECOLE MICHOUN;49 CHEMIN MICHOUN
215;MN;2020;V;1;31;555;0208;I;1021;705;316;7;6;303;12;Toulouse belle et forte;5;ECOLE MICHOUN;49 CHEMIN MICHOUN
215;MN;2020;V;1;31;555;0208;I;1021;705;316;7;6;303;12;Aimer Toulouse avec Jean-Luc Moudenc;110;ECOLE MICHOUN;49 CHEMIN MICHOUN
